IDNOTA,IDCLIENTE,IDVENDEDOR,IDFORMA,IDPRODUTO,IDFORNECEDOR,IDTEMPO,QUANTIDADE
1169,95,6,20,70,14,73944,4
1171,938,3,8,120,18,73957,1
1173,145,1,24,120,18,73973,1
1175,768,3,12,202,38,74018,1
1177,501,19,1,164,14,73825,4
1179,970,4,9,24,7,73779,1
1181,203,5,2,159,40,73946,1
1183,548,22,17,20,4,73825,4
1183,548,22,17,55,9,73825,4
1185,5,12,5,171,13,73994,1
1187,493,18,17,44,10,73984,1
1189,408,7,7,1,1,74015,1
1191,860,7,12,93,17,73937,2
1211,487,18,17,82,18,74017,3
1211,487,18,17,84,18,74017,3
1212,456,10,12,1,1,73820,1
1213,558,18,4,37,8,73855,3
1214,826,18,13,5,1,73923,1
1215,286,22,18,193,19,73907,1
1216,959,20,16,186,27,74064,5
1216,959,20,16,43,10,74064,2
1217,365,17,22,122,22,74018,2
1218,502,5,4,207,31,73986,3
1218,502,5,4,87,23,73986,1
1219,775,19,20,214,32,74079,1
1220,902,20,9,224,34,73817,1
1220,902,20,9,138,24,73817,1
1221,385,2,25,47,9,73857,3
1221,385,2,25,200,27,73857,4
1221,385,2,25,212,32,73857,4
1222,320,17,5,82,18,73936,1
1223,771,13,10,129,37,74018,2
1224,382,8,6,1,1,73881,1
1225,634,17,5,169,13,74097,4
1226,907,17,15,228,34,74019,1
1227,533,20,23,208,31,73944,1
1228,328,1,18,101,18,73948,1
1229,17,22,13,65,12,73765,3
1229,17,22,13,209,30,73765,5
1229,17,22,13,35,7,73765,2
1230,535,11,9,125,23,73857,1
1232,684,20,10,193,19,73978,5
1234,577,11,18,103,13,74048,2
1234,577,11,18,159,40,74048,2
1234,577,11,18,82,18,74048,2
1234,577,11,18,94,17,74048,5
1236,295,8,9,151,22,73967,4
1238,219,5,22,60,11,74021,3
1238,219,5,22,95,21,74021,1
1240,274,10,7,18,6,74089,1
1242,924,15,5,221,35,74095,1
1244,533,14,17,21,4,73747,1
1246,806,19,11,51,9,74055,4
1248,212,4,18,113,41,73748,4
1250,742,11,20,170,13,73752,4
1252,597,23,5,131,25,73757,4
1254,538,18,22,55,9,73774,3
1254,538,18,22,214,32,73774,2
1254,538,18,22,94,17,73774,1
1256,682,15,8,21,4,74052,1
1258,883,5,20,38,8,73760,3
1258,883,5,20,6,22,73760,4
1258,883,5,20,101,18,73760,3
1260,116,10,10,194,19,73825,3
1260,116,10,10,130,18,73825,4
1260,116,10,10,160,18,73825,3
1262,493,9,5,96,25,73862,2
1262,493,9,5,165,14,73862,3
1264,102,4,3,138,24,73780,2
1266,75,10,10,148,13,74069,1
1268,321,17,23,181,39,73984,4
1268,321,17,23,209,30,73984,3
1288,387,10,5,37,8,73752,5
1288,387,10,5,230,35,73752,3
1289,293,5,12,36,8,74019,1
1290,491,7,19,48,9,73878,3
1291,644,1,18,18,6,73825,2
1291,644,1,18,195,27,73825,4
1292,894,11,22,123,22,73841,1
1293,811,6,24,2,1,73934,1
1294,728,16,21,198,38,73783,2
1295,307,14,1,72,15,73820,4
1296,87,4,18,91,17,73867,5
1297,958,19,9,57,11,73812,4
1297,958,19,9,173,38,73812,2
1297,958,19,9,28,7,73812,1
1298,747,18,5,92,17,73989,1
1299,444,3,7,223,33,74064,2
1299,444,3,7,135,21,74064,4
1299,444,3,7,178,39,74064,3
1300,695,1,3,55,9,73970,1
1301,757,15,12,98,21,73833,2
1301,757,15,12,151,22,73833,3
1301,757,15,12,28,7,73833,4
1302,221,17,1,23,7,73930,3
1302,221,17,1,223,33,73930,4
1302,221,17,1,75,16,73930,2
1303,422,8,17,105,21,74014,1
1304,104,18,15,63,12,74090,2
1304,104,18,15,104,13,74090,4
1305,16,6,23,80,18,74077,2
1306,622,7,24,137,23,73866,1
1307,264,3,26,35,7,73954,1
1309,517,24,21,119,18,73843,2
1309,517,24,21,9,22,73843,3
1309,517,24,21,116,41,73843,5
1311,410,17,7,168,13,73927,1
1313,103,12,1,92,17,73818,2
1313,103,12,1,111,25,73818,3
1315,21,14,26,89,23,73748,1
1317,692,19,22,49,10,73998,4
1319,64,18,5,47,9,73760,1
1321,493,5,1,229,35,74036,3
1323,46,12,9,88,23,73853,4
1325,229,24,11,129,37,73918,1
1327,193,18,24,38,8,73946,5
1329,761,5,21,173,38,73837,2
1331,63,12,3,200,27,74056,3
1331,63,12,3,94,17,74056,2
1333,8,8,10,59,11,73907,1
1335,55,13,12,92,17,74098,1
1337,666,15,22,68,13,73960,1
1339,459,12,11,9,22,73896,1
1341,147,21,25,18,6,73955,1
1343,654,9,24,128,37,74046,1
1345,338,8,25,133,13,73876,4
1365,113,23,6,194,19,74092,2
1366,850,21,1,16,4,73847,1
1367,146,7,11,142,24,74029,1
1368,316,9,25,192,29,73874,4
1368,316,9,25,52,9,73874,4
1369,864,15,14,158,40,73971,2
1369,864,15,14,223,33,73971,5
1369,864,15,14,33,6,73971,3
1370,889,2,6,117,41,73853,4
1370,889,2,6,180,39,73853,3
1371,509,3,7,130,18,73750,4
1372,770,14,14,22,5,73774,1
1373,154,13,10,117,41,74007,1
1373,154,13,10,151,22,74007,1
1374,54,16,23,68,13,73923,4
1374,54,16,23,96,25,73923,5
1375,722,7,7,33,6,73819,1
1376,944,19,4,41,9,73917,1
1376,944,19,4,191,19,73917,2
1376,944,19,4,124,23,73917,2
1377,86,4,19,26,6,73767,2
1377,86,4,19,196,19,73767,4
1378,391,7,18,126,37,73812,1
1379,201,2,24,77,16,73806,2
1380,458,4,10,130,18,73775,4
1381,772,1,9,144,26,74089,2
1381,772,1,9,42,9,74089,2
1382,833,22,26,46,10,73821,3
1383,856,6,21,209,30,74030,3
1384,381,20,22,15,3,73896,1
1386,768,10,22,214,32,73916,4
1388,508,6,5,135,21,73906,3
1390,762,6,17,230,35,73812,1
1392,569,21,21,180,39,74062,3
1394,578,21,1,30,6,73746,1
1396,910,2,7,19,7,73877,1
1398,703,5,14,143,21,73988,3
1398,703,5,14,79,17,73988,1
1398,703,5,14,233,11,73988,1
1400,56,14,14,29,4,73807,4
1400,56,14,14,126,37,73807,5
1402,408,4,24,75,16,73988,2
1402,408,4,24,118,18,73988,2
1402,408,4,24,8,22,73988,3
1404,73,8,14,146,26,74098,2
1406,373,8,20,43,10,73844,3
1408,857,5,6,89,23,73914,1
1410,722,12,12,29,4,74029,4
1410,722,12,12,110,25,74029,2
1412,829,3,20,91,17,74070,4
1414,700,8,6,98,21,73845,4
1416,104,17,18,57,11,73883,2
1418,194,10,14,6,22,73787,3
1420,529,14,22,164,14,73962,2
1422,739,18,20,141,24,73945,1
1442,84,20,10,219,36,74053,1
1443,483,10,15,13,2,74027,4
1444,11,13,13,154,40,73853,1
1445,945,3,1,208,31,74054,1
1446,584,9,26,110,25,73869,1
1447,748,4,14,52,9,74066,1
1448,35,24,23,66,13,74067,1
1449,354,15,25,79,17,73946,2
1449,354,15,25,197,20,73946,2
1449,354,15,25,131,25,73946,4
1450,607,19,11,160,18,73929,1
1451,174,24,20,177,13,74059,5
1451,174,24,20,62,12,74059,2
1451,174,24,20,224,34,74059,3
1451,174,24,20,13,2,74059,3
1452,603,23,26,172,25,74039,1
1453,427,16,24,152,21,73887,4
1454,793,5,26,9,22,73809,1
1455,44,24,2,168,13,73976,1
1456,410,13,26,157,40,73854,1
1457,154,2,12,177,13,73977,3
1458,698,17,16,202,38,74090,5
1459,838,9,25,55,9,73757,1
1460,570,6,22,1,1,74052,4
1461,728,6,7,209,30,73917,1
1463,272,9,14,1,1,73807,2
1463,272,9,14,80,18,73807,4
1463,272,9,14,229,35,73807,4
1465,117,8,8,197,20,74049,3
1467,730,6,18,22,5,73933,5
1467,730,6,18,200,27,73933,3
1469,535,3,16,214,32,73754,2
1471,56,18,9,87,23,73864,2
1471,56,18,9,212,32,73864,4
1471,56,18,9,184,14,73864,3
1473,528,20,24,156,40,73986,1
1475,527,17,7,15,3,73764,1
1477,644,17,15,114,41,73968,1
1479,951,11,13,106,21,74076,1
1481,849,12,13,16,4,73880,1
1483,161,5,26,99,25,74003,1
1483,161,5,26,43,10,74003,4
1485,763,12,24,68,13,73752,2
1487,564,1,25,180,39,73948,1
1489,638,18,7,180,39,74014,4
1491,657,9,6,13,2,73947,3
1491,657,9,6,202,38,73947,4
1493,158,8,6,63,12,73814,1
1495,630,3,17,212,32,73787,2
1497,572,13,26,122,22,73946,1
1499,922,8,11,132,13,74031,2
1519,643,7,8,212,32,74066,4
1519,643,7,8,50,10,74066,2
1519,643,7,8,75,16,74066,2
1519,643,7,8,118,18,74066,3
1520,618,4,17,28,7,73814,3
1521,815,20,2,172,25,73901,4
1521,815,20,2,32,6,73901,3
1522,882,8,19,125,23,73845,1
1523,155,24,7,76,16,74018,3
1524,762,11,20,67,13,74028,1
1525,507,15,1,18,6,73964,4
1526,69,13,19,175,39,73822,1
1527,988,16,16,218,34,73901,4
1528,743,3,25,49,10,73763,5
1528,743,3,25,107,21,73763,4
1529,540,23,13,152,21,73853,3
1529,540,23,13,181,39,73853,2
1530,864,3,10,179,39,73876,1
1531,930,18,2,10,22,73789,2
1531,930,18,2,171,13,73789,2
1531,930,18,2,40,8,73789,1
1532,694,7,2,41,9,73808,4
1532,694,7,2,176,25,73808,4
1533,263,9,20,188,28,73840,3
1533,263,9,20,194,19,73840,3
1534,676,14,11,72,15,73937,1
1535,104,10,18,83,18,73745,3
1536,73,22,12,155,40,73761,1
1537,54,9,19,78,17,73914,1
1538,385,3,2,217,34,73775,1
1540,770,17,26,226,34,74088,5
1540,770,17,26,116,41,74088,2
1542,264,1,16,116,41,74018,1
1544,419,24,24,123,22,73970,1
1546,176,11,24,80,18,74065,3
1546,176,11,24,35,7,74065,1
1548,659,11,11,18,6,73990,2
1550,821,5,4,166,14,73881,1
1552,866,18,24,74,16,73886,1
1554,570,19,20,86,18,73960,3
1554,570,19,20,74,16,73960,4
1554,570,19,20,193,19,73960,3
1556,95,21,19,68,13,73839,4
1556,95,21,19,139,24,73839,4
1558,209,23,21,150,16,74069,2
1560,147,19,4,116,41,73971,3
1560,147,19,4,20,4,73971,2
1560,147,19,4,210,31,73971,4
1562,528,4,12,23,7,74098,2
1564,597,24,8,149,26,74027,4
1566,70,17,14,93,17,74035,3
1566,70,17,14,213,32,74035,4
1566,70,17,14,154,40,74035,1
1566,70,17,14,228,34,74035,1
1568,297,1,23,232,36,73855,2
1570,456,3,1,121,22,73969,1
1572,493,5,15,214,32,73894,1
1574,18,19,20,205,31,74092,4
1574,18,19,20,163,18,74092,4
1574,18,19,20,16,4,74092,2
1576,857,7,21,10,22,73963,5
1576,857,7,21,202,38,73963,2
1596,332,9,10,64,12,74009,2
1597,15,10,15,41,9,74066,1
1598,906,16,12,92,17,73979,2
1599,484,1,7,83,18,73904,1
1600,482,16,15,171,13,73978,2
1601,374,9,6,76,16,73893,4
1602,874,22,12,95,21,73984,3
1603,571,23,22,26,6,74004,2
1603,571,23,22,222,33,74004,2
1604,793,17,19,112,41,73803,4
1605,889,22,21,170,13,74089,1
1605,889,22,21,38,8,74089,2
1606,713,15,5,208,31,73943,1
1607,592,10,10,60,11,73845,4
1608,931,11,7,157,40,73929,4
1608,931,11,7,54,9,73929,2
1609,140,1,8,10,22,73862,1
1609,140,1,8,115,41,73862,3
1609,140,1,8,32,6,73862,4
1610,89,1,22,230,35,73916,3
1610,89,1,22,3,1,73916,4
1611,544,3,20,168,13,73782,2
1612,768,8,13,32,6,73856,1
1612,768,8,13,63,12,73856,4
1613,17,24,9,130,18,73789,4
1613,17,24,9,128,37,73789,2
1614,640,6,14,111,25,73781,4
1614,640,6,14,13,2,73781,3
1615,38,18,11,37,8,73815,1
1615,38,18,11,70,14,73815,2
1617,542,12,21,196,19,73883,1
1617,542,12,21,26,6,73883,4
1619,240,1,13,152,21,73822,4
1621,628,5,6,64,12,74059,1
1623,476,13,5,149,26,73955,1
1623,476,13,5,130,18,73955,4
1625,987,22,5,109,21,73835,2
1625,987,22,5,187,28,73835,4
1627,454,5,11,19,7,73818,1
1629,572,21,16,87,23,73797,1
1631,267,7,11,172,25,73868,1
1633,345,12,22,187,28,73942,2
1635,975,8,2,130,18,74028,3
1637,580,10,20,160,18,73823,1
1639,533,7,17,59,11,73844,3
1641,516,16,25,14,3,73940,1
1643,884,13,23,149,26,73877,4
1645,930,1,14,107,21,73816,1
1647,36,22,25,145,13,73765,2
1647,36,22,25,191,19,73765,2
1647,36,22,25,82,18,73765,2
1647,36,22,25,110,25,73765,4
1649,523,23,22,169,13,73932,4
1651,207,4,25,22,5,73968,1
1653,518,3,12,181,39,73806,3
1653,518,3,12,121,22,73806,4
1653,518,3,12,69,13,73806,3
1673,855,12,5,142,24,74086,4
1674,505,11,18,80,18,73903,4
1675,334,15,19,107,21,73998,2
1676,133,13,16,209,30,73806,1
1677,326,11,2,22,5,73846,1
1678,311,4,10,59,11,73843,5
1679,845,22,3,59,11,73892,1
1680,516,10,4,228,34,73809,5
1680,516,10,4,132,13,73809,2
1680,516,10,4,171,13,73809,3
1681,788,3,5,109,21,73984,1
1682,507,20,12,196,19,73922,1
1683,298,5,2,107,21,73755,4
1683,298,5,2,216,33,73755,2
1684,697,24,3,192,29,73968,1
1685,483,20,20,42,9,73742,3
1686,969,2,20,226,34,73791,5
1687,20,19,3,214,32,74081,3
1688,133,6,22,17,5,73781,2
1689,544,16,10,153,22,74062,4
1689,544,16,10,11,22,74062,4
1690,546,2,24,171,13,73964,1
1691,161,6,6,95,21,73892,1
1692,867,14,7,144,26,74037,1
1694,295,24,13,212,32,74015,1
1696,577,14,15,188,28,73897,3
1698,940,19,3,232,36,73911,3
1700,260,5,8,139,24,74023,3
1702,151,11,20,65,12,73869,2
1702,151,11,20,148,13,73869,2
1704,325,4,16,156,40,74059,1
1706,895,17,10,66,13,74014,5
1708,633,18,22,23,7,73883,4
1708,633,18,22,90,17,73883,4
1708,633,18,22,151,22,73883,1
1708,633,18,22,142,24,73883,4
1710,345,2,7,224,34,73821,3
1712,17,2,7,139,24,73782,1
1714,69,4,19,134,21,73953,5
1714,69,4,19,220,35,73953,3
1716,543,17,11,7,22,74081,1
1718,632,15,3,88,23,74027,4
1720,311,13,13,82,18,74089,1
1722,642,5,7,46,10,74099,3
1722,642,5,7,193,19,74099,2
1724,735,3,26,170,13,73907,1
1726,219,16,7,165,14,73910,5
1726,219,16,7,37,8,73910,3
1726,219,16,7,198,38,73910,3
1728,603,5,19,230,35,73797,1
1730,420,10,14,48,9,73946,1
1750,525,12,9,78,17,73838,3
1751,386,22,2,176,25,73904,1
1752,311,18,24,146,26,74082,4
1753,226,20,8,134,21,73779,4
1753,226,20,8,171,13,73779,5
1753,226,20,8,89,23,73779,3
1753,226,20,8,188,28,73779,2
1754,520,21,11,21,4,74078,3
1754,520,21,11,107,21,74078,5
1755,22,5,3,123,22,73972,1
1756,483,24,17,134,21,73764,1
1756,483,24,17,198,38,73764,4
1756,483,24,17,216,33,73764,5
1757,75,15,8,93,17,74048,4
1757,75,15,8,94,17,74048,5
1758,120,1,16,27,7,73979,4
1758,120,1,16,84,18,73979,3
1758,120,1,16,152,21,73979,2
1759,651,24,25,41,9,73825,1
1760,35,6,24,232,36,73753,1
1761,435,24,1,91,17,73879,3
1762,842,2,3,42,9,73908,2
1763,384,18,18,92,17,73840,1
1764,541,18,5,119,18,73851,1
1765,573,15,26,171,13,73877,5
1765,573,15,26,110,25,73877,4
1765,573,15,26,116,41,73877,2
1766,547,2,2,152,21,73945,3
1767,713,19,6,18,6,73767,4
1768,201,10,2,40,8,73976,1
1769,189,22,5,114,41,73806,5
1769,189,22,5,93,17,73806,3
1771,735,4,9,79,17,74058,3
1771,735,4,9,167,14,74058,4
1771,735,4,9,232,36,74058,2
1773,796,7,21,113,41,73823,2
1773,796,7,21,73,15,73823,4
1773,796,7,21,6,22,73823,3
1775,212,6,23,217,34,73761,1
1777,630,13,18,73,15,74050,3
1777,630,13,18,62,12,74050,5
1779,871,24,26,156,40,73987,1
1781,458,23,17,203,30,73744,4
1781,458,23,17,211,31,73744,1
1781,458,23,17,59,11,73744,3
1781,458,23,17,178,39,73744,3
1783,890,14,24,116,41,73933,4
1785,424,21,18,13,2,74057,1
1785,424,21,18,73,15,74057,2
1787,420,21,11,161,18,73853,3
1789,881,6,24,146,26,73865,1
1791,798,11,18,6,22,73915,4
1791,798,11,18,160,18,73915,3
1793,5,3,14,82,18,74087,3
1795,703,5,26,154,40,73765,4
1797,252,16,25,84,18,74028,1
1799,708,3,23,198,38,73892,1
1801,675,17,13,49,10,73755,2
1801,675,17,13,7,22,73755,4
1803,809,20,19,157,40,73944,2
1805,260,23,9,208,31,73809,5
1807,478,2,15,120,18,73894,1
1827,846,16,25,230,35,73911,1
1828,966,15,6,173,38,73791,2
1829,900,23,13,8,22,74055,3
1830,481,13,10,36,8,74057,2
1831,814,9,24,143,21,73787,1
1832,643,14,9,172,25,74062,5
1832,643,14,9,46,10,74062,4
1833,508,20,14,229,35,74063,4
1834,768,7,26,233,11,74066,3
1834,768,7,26,209,30,74066,1
1835,297,13,16,59,11,73946,1
1836,665,1,18,91,17,73842,2
1837,27,22,12,90,17,73788,3
1838,626,20,4,39,8,73923,2
1838,626,20,4,69,13,73923,3
1838,626,20,4,229,35,73923,1
1839,470,16,26,138,24,73943,1
1840,318,16,25,121,22,73792,1
1841,939,24,16,81,18,73822,3
1842,432,4,6,116,41,73776,1
1843,385,14,20,113,41,73844,1
1844,218,22,3,207,31,73904,1
1845,323,5,18,206,31,74048,1
1846,971,7,23,114,41,73822,1
1846,971,7,23,185,27,73822,1
1848,716,12,19,169,13,73765,1
1850,610,4,2,43,10,73963,1
1852,956,13,18,45,10,73820,3
1852,956,13,18,127,37,73820,2
1854,557,5,4,226,34,73959,1
1856,198,18,26,210,31,73750,4
1858,481,19,1,43,10,73820,5
1860,495,5,21,190,28,74030,1
1862,557,11,3,141,24,73820,1
1864,357,23,26,117,41,74077,2
1864,357,23,26,57,11,74077,4
1864,357,23,26,183,18,74077,4
1866,942,23,11,5,1,73937,1
1868,189,3,12,209,30,73974,3
1868,189,3,12,50,10,73974,5
1870,526,21,11,226,34,73816,3
1872,901,2,2,98,21,74035,2
1874,882,5,19,98,21,74087,1
1876,296,7,18,162,18,73805,3
1878,112,12,25,189,29,73756,1
1880,178,14,26,40,8,73894,3
1882,687,13,26,224,34,73785,4
1884,874,24,18,213,32,74052,5
1884,874,24,18,42,9,74052,2
1904,320,11,11,154,40,73957,2
1905,845,3,18,64,12,73902,1
1905,845,3,18,120,18,73902,3
1906,642,7,2,43,10,73794,2
1906,642,7,2,92,17,73794,3
1907,788,12,17,198,38,73817,1
1908,815,13,3,187,28,73973,4
1909,431,19,5,219,36,73886,1
1910,28,11,22,2,1,73755,1
1911,281,5,26,166,14,73746,2
1912,291,11,7,110,25,73928,5
1913,147,8,20,63,12,74099,4
1914,337,23,10,137,23,73875,2
1914,337,23,10,118,18,73875,4
1914,337,23,10,111,25,73875,5
1915,628,8,20,53,9,73942,1
1916,294,23,10,194,19,74016,1
1917,530,19,24,187,28,73820,5
1918,219,10,15,148,13,73857,1
1919,260,15,1,101,18,73914,4
1919,260,15,1,51,9,73914,4
1920,534,15,23,8,22,74002,4
1920,534,15,23,224,34,74002,1
1920,534,15,23,64,12,74002,2
1921,105,6,24,214,32,73947,1
1922,402,12,5,201,27,73759,3
1922,402,12,5,28,7,73759,3
1922,402,12,5,66,13,73759,3
1923,857,9,20,165,14,73856,2
1925,753,14,2,97,25,74089,2
1927,64,11,8,210,31,73850,1
1929,166,2,13,39,8,73989,1
1931,475,18,26,5,1,73944,1
1933,537,23,2,207,31,73841,3
1935,7,17,16,120,18,74065,3
1937,496,8,14,152,21,73870,1
1939,241,20,5,128,37,73990,2
1939,241,20,5,113,41,73990,4
1941,341,9,19,78,17,73964,4
1941,341,9,19,26,6,73964,4
1941,341,9,19,22,5,73964,4
1943,431,18,7,79,17,73945,5
1945,591,12,15,203,30,73996,3
1945,591,12,15,227,34,73996,2
1947,324,8,9,96,25,74061,2
1947,324,8,9,177,13,74061,1
1949,876,18,5,163,18,74062,4
1949,876,18,5,127,37,74062,2
1951,957,24,17,188,28,73873,2
1951,957,24,17,75,16,73873,2
1951,957,24,17,7,22,73873,4
1953,994,20,2,30,6,73870,3
1953,994,20,2,223,33,73870,4
1955,796,4,7,179,39,74080,5
1957,900,21,22,114,41,73958,3
1957,900,21,22,117,41,73958,2
1959,719,21,15,130,18,73786,4
1959,719,21,15,208,31,73786,4
1961,227,13,4,18,6,73864,1
1961,227,13,4,8,22,73864,2
1981,166,9,3,105,21,73925,1
1982,830,12,11,10,22,73790,4
1982,830,12,11,108,21,73790,4
1983,43,15,16,211,31,73800,4
1983,43,15,16,153,22,73800,2
1984,695,18,8,108,21,73940,4
1985,279,10,26,106,21,73896,4
1985,279,10,26,39,8,73896,5
1985,279,10,26,158,40,73896,4
1985,279,10,26,213,32,73896,4
1986,344,12,20,56,11,73851,1
1987,978,3,5,156,40,74097,1
1988,893,5,23,183,18,73853,5
1988,893,5,23,183,18,73853,4
1989,577,6,17,140,24,73818,1
1990,526,22,22,56,11,73796,2
1991,109,13,25,139,24,73936,4
1992,6,10,22,188,28,73926,1
1993,92,22,11,73,15,73955,2
1993,92,22,11,44,10,73955,5
1994,670,22,19,56,11,74028,1
1995,494,16,3,16,4,73818,2
1996,886,14,15,89,23,73995,2
1996,886,14,15,122,22,73995,2
1997,32,2,12,21,4,73764,4
1998,777,7,2,182,18,74097,1
1998,777,7,2,38,8,74097,3
1999,571,4,24,89,23,73954,5
2000,421,22,7,37,8,73904,5
2002,930,22,6,52,9,73780,1
2004,758,11,20,34,7,73800,2
2004,758,11,20,126,37,73800,3
2004,758,11,20,228,34,73800,4
2004,758,11,20,92,17,73800,1
2006,769,7,11,45,10,74062,5
2006,769,7,11,47,9,74062,1
2008,865,23,14,72,15,73787,3
2008,865,23,14,62,12,73787,3
2010,805,15,22,176,25,73763,1
2012,644,13,2,35,7,74002,3
2012,644,13,2,15,3,74002,4
2014,545,16,15,152,21,73817,2
2014,545,16,15,148,13,73817,1
2016,480,16,12,175,39,73763,4
2018,597,12,14,143,21,73939,5
2020,401,8,11,160,18,74023,1
2022,160,3,17,22,5,73922,1
2024,429,9,15,207,31,74097,1
2024,429,9,15,27,7,74097,3
2024,429,9,15,105,21,74097,4
2024,429,9,15,226,34,74097,3
2024,429,9,15,32,6,74097,2
2026,640,1,9,26,6,73758,4
2028,184,19,9,41,9,74092,1
2030,186,14,18,118,18,73934,4
2030,186,14,18,212,32,73934,4
2032,860,5,7,21,4,73914,1
2032,860,5,7,34,7,73914,3
2034,346,3,18,210,31,74004,1
2036,911,3,16,6,22,73825,2
2036,911,3,16,152,21,73825,4
2038,838,10,21,102,13,73940,1
2058,9,5,23,76,16,73819,1
2059,914,9,10,145,13,73993,1
2060,220,16,17,225,34,73898,1
2061,208,24,23,4,1,73936,1
2062,217,8,23,15,3,73819,3
2062,217,8,23,101,18,73819,5
2063,287,8,3,15,3,73789,1
2064,185,6,8,161,18,74071,1
2064,185,6,8,79,17,74071,2
2064,185,6,8,76,16,74071,3
2065,674,1,25,134,21,73872,3
2065,674,1,25,59,11,73872,2
2065,674,1,25,100,25,73872,2
2066,225,16,25,61,12,73928,2
2067,582,20,6,33,6,73966,4
2068,22,5,2,216,33,73932,1
2069,565,21,1,148,13,73831,1
2070,135,2,5,105,21,73796,1
2071,430,14,8,218,34,73850,5
2072,572,22,22,116,41,73973,1
2073,888,19,23,97,25,73822,1
2073,888,19,23,201,27,73822,4
2074,489,17,21,143,21,73886,3
2075,759,17,3,112,41,73916,5
2075,759,17,3,180,39,73916,3
2076,409,13,25,108,21,73772,4
2076,409,13,25,48,9,73772,2
2076,409,13,25,165,14,73772,2
2077,174,12,22,174,14,73955,1
2079,655,10,5,196,19,74001,5
2081,638,20,5,112,41,73959,3
2083,349,9,21,135,21,73792,3
2085,492,1,4,183,18,73765,3
2087,837,15,10,37,8,73840,1
2089,462,9,11,117,41,73956,2
2091,233,6,7,179,39,73967,3
2093,173,16,6,231,36,73878,1
2095,211,21,23,129,37,73754,1
2097,149,11,17,22,5,73816,1
2099,370,5,19,147,26,74034,5
2101,224,6,9,179,39,74089,2
2103,484,12,7,144,26,73894,3
2103,484,12,7,232,36,73894,4
2105,321,7,16,176,25,73922,1
2107,755,17,18,87,23,73940,4
2107,755,17,18,98,21,73940,5
2107,755,17,18,74,16,73940,1
2109,50,23,26,142,24,73995,2
2111,645,10,4,37,8,73806,4
2111,645,10,4,14,3,73806,3
2111,645,10,4,172,25,73806,2
2113,550,18,11,50,10,73953,3
2115,264,4,1,202,38,73812,1
2135,953,5,3,190,28,73985,1
2136,656,7,3,230,35,73957,3
2136,656,7,3,201,27,73957,2
2136,656,7,3,172,25,73957,2
2136,656,7,3,57,11,73957,3
2137,225,11,10,30,6,73936,2
2137,225,11,10,215,33,73936,2
2138,795,18,6,214,32,74091,1
2139,61,12,8,162,18,73959,1
2140,307,1,16,22,5,73953,2
2140,307,1,16,17,5,73953,4
2141,935,4,4,4,1,74003,4
2142,72,4,26,182,18,73882,2
2142,72,4,26,36,8,73882,3
2143,4,19,18,206,31,73996,1
2144,737,17,24,151,22,73878,1
2144,737,17,24,21,4,73878,5
2145,147,9,19,16,4,74009,1
2146,547,3,16,194,19,73795,2
2146,547,3,16,207,31,73795,2
2147,286,16,23,158,40,74046,5
2147,286,16,23,44,10,74046,5
2148,694,21,4,144,26,74023,1
2149,485,19,6,228,34,73785,3
2150,109,10,9,207,31,73912,2
2151,48,14,25,83,18,73924,1
2152,100,13,21,68,13,73798,4
2153,127,17,14,97,25,73852,2
2153,127,17,14,42,9,73852,2
2153,127,17,14,85,18,73852,1
2153,127,17,14,118,18,73852,3
2154,47,13,9,52,9,73941,4
2154,47,13,9,129,37,73941,2
2156,687,7,9,92,17,73801,1
2158,127,9,10,101,18,73762,4
2160,950,4,26,167,14,73845,3
2162,798,14,19,60,11,73805,2
2164,970,4,3,138,24,73807,1
2166,959,15,8,123,22,73751,1
2168,705,14,20,142,24,74015,1
2170,997,5,25,33,6,73825,3
2172,407,9,10,79,17,73905,2
2174,180,6,13,184,14,73806,2
2174,180,6,13,226,34,73806,5
2176,878,5,6,75,16,73807,3
2178,493,23,2,106,21,74075,5
2180,637,23,12,68,13,74000,1
2182,422,17,1,24,7,73866,3
2184,865,10,14,146,26,73882,4
2184,865,10,14,131,25,73882,2
2186,703,8,2,60,11,73811,3
2188,580,24,16,83,18,73815,3
2188,580,24,16,209,30,73815,3
2190,677,13,4,203,30,73943,5
2192,693,16,6,54,9,73954,3
2212,299,1,2,217,34,73972,4
2212,299,1,2,29,4,73972,1
2212,299,1,2,13,2,73972,5
2213,354,21,20,14,3,73742,1
2214,541,9,26,79,17,73896,2
2215,64,2,20,25,5,73783,5
2216,188,11,3,9,22,73994,3
2217,569,18,18,109,21,74014,1
2218,568,10,21,117,41,73804,4
2219,4,4,10,48,9,74061,1
2220,244,14,16,42,9,73785,1
2221,576,14,1,191,19,73998,5
2221,576,14,1,187,28,73998,4
2222,589,15,22,103,13,73940,3
2222,589,15,22,167,14,73940,2
2222,589,15,22,83,18,73940,2
2223,96,18,19,125,23,73817,3
2224,793,23,11,185,27,73996,4
2224,793,23,11,14,3,73996,1
2225,198,16,4,46,10,74028,1
2225,198,16,4,195,27,74028,4
2226,8,2,23,77,16,74063,2
2227,277,18,10,26,6,73790,5
2227,277,18,10,225,34,73790,2
2227,277,18,10,152,21,73790,2
2228,823,6,4,225,34,73938,2
2229,732,7,5,81,18,73908,1
2230,708,22,4,127,37,74021,4
2230,708,22,4,172,25,74021,4
2231,260,20,2,213,32,73835,4
